Show,Character,Dialogue,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Physical,health,illness,wellness,mental,substances,sexual,food,death,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
The Mentalist,Joe O'Keefe,"We're always asleep when she comes in so we didn't know she wasn't here until the morning. We called all her friends. She wasn't with them. Nobody saw her after she left work.
We were worried about her going down there to Los Angeles. You hear about all the crime. Did they, you know, do anything to her?
Thank God for that at least.
No.
She's always been shy of boys.
Go get in the truck.
Good day to you, Mister Jane.",1,82,6.47,99,42.46,37.8,6.83,6.1,85.37,84.15,67.07,25.61,21.95,0,4.88,3.66,10.98,2.44,3.66,14.63,3.66,0,17.07,10.98,9.76,4.88,6.1,23.17,4.88,4.88,3.66,2.44,1.22,2.44,1.22,1.22,1.22,0,0,0,1.22,0,0,0,0,0,0,0,0,24.39,13.41,3.66,1.22,0,6.1,0,0
The Mentalist,Rigsby,"Rigsby.
Boss? I finished the budget reports like you said. Why don't I drive down there and give you guys a hand?
Yes boss. I'll get rolling.
Yes boss.
For a hot warrent?
Let's go.
...Boom, out of nowhere. He didn't know what hit him.
What were you going to do if Lisbon hadn't stopped him?
Yes boss.
Nothing.
Good. You look good.
No.
This is a kooky menu.
Confusion.
Up to me, make it a cheeseburger every time.
So, tell me about yourself.
Not yet.
This is actually quite good--
Ow.
Now you've gone too far!
I hate you!
Get your hands off her!
No, you're under arrest, you piece of--
What were you doing out here in the bushes?",1,121,7.52,94.67,72.94,20.23,4.48,9.09,81.82,76.03,61.16,23.97,18.18,4.96,0.83,9.09,3.31,0,5.79,10.74,4.96,0,11.57,10.74,8.26,2.48,6.61,21.49,1.65,1.65,4.96,2.48,2.48,4.13,2.48,1.65,0,0.83,0,0,1.65,0,0,0,0,0,0,0,0,38.02,18.18,4.13,4.13,2.48,5.79,3.31,0
The Mentalist,Van Pelt,"Van Pelt.
Will do.
I did the database search. I'm e-mailing the results.
It's not much. One hit for the brand of silver tape used. Two months ago in Fairfield. An abduction.
Dolores Sanchez, a female, 22, migrant farm laborer. Abducted at a bus stop, she doesn't know how. She wakes up on a bed in a motel room all tied up in duct tape. Unharmed. The cleaners found her. Never saw her abductors. No suspects. Fairfield PD concluded it was a drunken prank. The complainant Sanchez left town so the case kind of drifted away.
Uh, yes actually. Sanchez is a redhead, like O'Keefe.
Excuse me.
I'm still here. What would you like me to do?
Yes ma'am.
Hey.
The motels?
That's okay. But listen...
How do I look?
I mean can you see the wire?
It's fusion.
Oh me too. With onion rings.
Ha ha.
Let's do it.
Why not?
You're meant to shout at me and go.
No, thank you. I need a walk. I have a cab number if I need one. Thank you for a delicious meal.
I'm on the driveway now, walking toward the main road.
No sure, absolutely. Scared me a little.
Fresh air.
No kidding.
No kidding.
Oh thank you but--
Please advise.
I wasn't....
I had an argument with my date.
It's okay. I'll walk.
Really, I'm okay.
I am not.
--Rigsby! Calm down!",1,234,38.2,10.01,66.8,60.52,4.25,12.82,73.93,70.09,53.85,15.81,12.82,8.12,0.43,2.56,1.71,0,2.99,15.38,9.4,1.71,9.4,11.11,5.56,2.14,4.7,19.23,4.7,3.42,5.13,3.85,1.28,2.14,1.28,0.85,0.43,0.43,0,0,1.28,0,0,0,0,0.43,0,0.43,0,38.46,22.65,4.27,2.14,0.85,6.41,2.14,0
The Mentalist,Raquel,"Oh okay. Good.
Not really. She was okay.
I don't know why she has a picture of me and her ma'am. Maybe she has a secret crush on me. I don't know.
She doesn't have a boyfriend. That's her thing right? Purity. No boys.
I don't know, sir.
It was Christmas. I was high.
I'm sorry I can't help you, ma'am. I would if I could. Swear to God.
Uh, whatever.
Your friend is crazy. Can I go now?
I don't know anything so I can't tell anything. I told them that.
I told you, I don't know anything.
Melanie had a thing with Hector Romerez. He's my second cousin. I was with him at the fair one time and we run into Melanie and they were like, bam. Romeo and Juliet. She was meeting him that night.
Yes. I didn't tell you because I'm afraid of him. The Eight Ball Locos? He's like the shot caller? Runs all the drugs in Vacaville.
He's killed people for way less than snitching on him like this. For real.",1,177,1.41,30.62,20.4,27.73,5.06,7.91,80.79,78.53,66.1,29.38,23.16,11.3,0.56,2.26,7.91,1.13,6.21,12.43,4.52,1.69,9.04,16.38,2.82,4.52,6.21,22.6,5.08,2.82,3.39,1.69,1.13,1.69,0.56,0.56,0.56,0,0,0,1.13,0.56,0,0,0,0,0,0,0.56,32.2,17.51,2.82,2.26,0,9.6,0,0
The Mentalist,Randall,"I didn't kill her.
I just wanted to speak to her.
I'm like hey Melanie, how you doing? And we talked.
She didn't leave, and she's laughing and smiling, so I figure I'm doing good...
So I made my move.
And ah, she wasn't so into it. Which is cool. Only I know she's got this whole I'm a virgin thing going so I figure I have to be, you know, be goal oriented...
And she was kind of upset. So I apologized for the misunderstanding and I left.
I got in my car and I drove off. And that was it. Only I felt like maybe she would still be mad at me? And like, complain?
So when I came in this morning, before I knew she was missing, I wrote sorry and I put it in her locker.
Five minutes. Six.",1,143,1,5.27,87.56,29.67,7.94,6.99,92.31,86.71,69.23,30.07,24.48,15.38,0.7,1.4,6.99,0,5.59,8.39,1.4,1.4,10.49,13.29,9.09,12.59,2.1,26.57,4.2,2.8,6.29,3.5,2.8,4.2,2.1,2.1,0,0.7,0.7,0,1.4,0,0,0,0,0,0.7,0,0.7,27.27,13.29,6.29,2.1,0,5.59,0,0
The Mentalist,SWAT Guy,Sheriff's Department! We have a warrent!,1,6,49.68,99,,,3,50,50,50,50,16.67,16.67,0,16.67,0,0,0,0,16.67,16.67,0,0,16.67,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,33.33,16.67,0,0
The Mentalist,Hector Romerez,"Oprah and Doctor Phil here. I told her. I told her this is how it would end. Only it was going to be me that died, and her sitting here with dumb cops asking dumb questions. Why was a respectable girl like you with a thug like Hector Romerez?
I told her, tell them nothing. You wouldn't understand.
What we had was special.
Funny man. Ese, those pirates back then? They were just bangin' like anybody else today. A pirate is exactly what I am. And she was a princess. She was.
We were supposed to meet at eleven-thirty at the restaurant.
I got there maybe ten minutes late and she hadn't come out yet.
So I waited for a few minutes and I left. I'm impatient. I was angry.
I will always hate myself for that. I left her to be killed. Because I don't wait for nobody.
I was proud and happy for her.
I wanted her to leave me behind. This life I lead is no good for a woman. I wanted her far away. I told her, go to LA and don't come back for nothing.
Blood? Yes. Last time I saw her, two weeks ago, she was disrespectful, so I had to tune her up. She got a bloody nose.
She chose me. She wanted to know where the edges are. I showed her.",1,229,4.88,40.06,45.29,11.36,6.74,9.17,86.9,84.28,64.63,26.2,21.4,10.48,0.87,0.87,8.3,0.87,4.8,13.1,3.93,0.87,10.48,11.79,6.55,4.8,3.49,24.89,6.55,2.62,6.11,2.62,3.49,3.06,1.75,1.31,0.44,0.87,0,0.44,2.62,0.44,0,0,0,0,0,0.44,0.87,20.96,13.54,3.06,1.31,0,2.62,0.44,0
The Mentalist,Meera,"Microwave, spa tub, and premium cable in every unit...
Plus complimentary beverages. Special rates for state and federal employees.
Big. With a hat and sunglasses, and a thick beard like a Sikh.
Ridiculous. I run a motel, I don't care who you are. He bought a good beard for nothing. Then that night he doesn't show. So I remember him when your nice young lady called.
No, she is most thorough. She cleans here tomorrow. For monthly rentals she--
Yes. She comes every third day.
The chips would imply this, yes.
Those are not ours.
You are a detective, are you?",1,101,17.84,91.75,9.49,67.03,5.94,15.84,79.21,74.26,55.45,18.81,15.84,2.97,0.99,3.96,6.93,0,2.97,15.84,6.93,0.99,6.93,7.92,2.97,7.92,4.95,13.86,10.89,8.91,4.95,3.96,0.99,0.99,0.99,0,0,0,0,0,2.97,0.99,0,0.99,0,0,0,0,0,29.7,17.82,6.93,0.99,0,1.98,1.98,0
The Mentalist,Deputy,Sheriff? Everything okay?,1,3,10.19,,,,1.5,66.67,66.67,66.67,33.33,33.33,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,66.67,0,0,0,0
Father Brown,Elizabeth Barnes,"How many more times?
One.
That's not true.
I don't need to. Unlike you, I've read it.
I'm a good wife.
I'm not sure, Reverend. Simeon's very busy today.
I've already started preparing lunch.
You’ve been working so hard. Thought you deserved it. And don’t get too excited, but I told the Reverend we’d be making an appearance at his extravaganza.
You can afford a short break.
What?
Nothing. Just tired, that’s all.
I hope you’re not planning to wear that to the table. It’s filthy.
Sorry, Father. Just busy.
I'm fine. Thank you.
Wait...
It was me. I did it.
I'm sorry, Reverend.
I picked up the hammer from the forge. Crept up behind him. And I... I hit him. I swear it.
So help me God.
Bless me, Father, for I have sinned. It’s been one month since my last confession.
I’ve had relations outside of marriage. Twice.
We were, but... Simeon gambles. I found an IOU for £50. Poker. We’d lose the house. Everything. I tried to talk to him about it, but he told me not to worry, he’d sort it out. Typical man. I begged Norman to waive the debt. And he agreed... On the condition that I...
I won’t see my husband hang.
Until one of them shows up with blood on his hands, I won’t say anything else.
So what happens now?
I could hang.
Father... I just wanted to say... (thank you)",1,240,4.95,15.75,74.02,15.56,4.44,10.83,83.75,79.58,61.67,27.5,20.42,12.5,1.25,2.92,3.33,0.42,7.08,10.83,4.58,2.08,11.25,12.5,5.83,4.58,3.75,25,5.83,3.75,7.08,3.33,3.75,2.08,1.25,0.83,0.42,0,0,0,1.67,0.42,0,0,0,0,0,0.42,0,42.5,26.67,5,1.25,0,8.75,0.83,0
Father Brown,Norman Bohun,"Two more should square it.
You know what they did in the Old Testament to people who reneged on their debts?
Stoned them to death. Caved their heads in.
Take a look.
I bet. Cover to cover. Good little Catholic girl.
You're just being a good wife, remember?
Let me hear you say it.
If you ever doubt that, just remember this – if I don’t get what I’m owed, I’ll turn you from wife to widow in the blink of an eye. I swear it...
So help me God.
Seems my invitation got lost in the post.
Ecumenical harmony. Warms the heart. Catholics and Anglicans taking tea together, pretending to be all chummy.
Oh come on, Father. Underneath it all, you think the other side’s going to hell.
And besides, the pomp and bluster of Catholicism – all a bit silly, isn’t it?
Lady Felicia, I may be wrong, but judging by your general demeanour and the way you’re looking at me, I’d say I’m making you randy.
You're supposed to be gone.
I gave you £10. You’re not getting a penny more.
It’ll cost you more if you stay here. I guarantee it.
You're finished, Barnes.
So this is where you hide the good stuff.
Excuse me?
This is a lie.
No offence, but right now, I don’t need the fawnings of a sycophant.",1,224,20.91,77.55,57.74,39.77,7.23,12.5,79.02,73.66,56.25,22.32,16.07,6.7,0,7.14,0,1.79,6.25,14.73,7.14,0.89,9.38,10.27,4.02,4.91,2.23,23.21,5.8,4.46,3.57,2.23,0.89,1.34,1.34,0,0,0,0,0.45,2.23,0,0,0,0,0,0,0.45,0.45,27.23,12.95,6.25,1.79,0,6.25,0,0
Father Brown,Susie,"Looks nice. Like garnish.
Agreed.
Kluski z makiem i rodzynkami. In Poland, it’s very popular.
Polish delicacy?
I need more money.
You know how expensive is London?
Which floors you want me do first? Presbytery or church?
Don’t bother, he’s been on Moon last few days.
I’ve run out of detergent. I’ll go to shops.
I used to clean his house.
He gave me big tips. Tried to make doings with me, but I didn’t let him.
No...
The people in camp. They are very poor. Some not lucky as me to get work. They need money. I help them.
I found out secret. Told him he has to pay or I tell.
I tried. But he says no – “who will believe immigrant?” Orders me to leave village. Says if I don’t he’ll hurt me.
But someone hurt him.
Last month, I arrived early to his house. He didn’t hear me... I went to his bedroom, and... I can’t say it. Not to you.
He was with a man.
What you think I’ve done now? Chopped off somebody’s head?
Not bad for old English woman.",1,185,7.38,9.53,76.84,44.53,4.87,8.65,79.46,76.22,56.76,26.49,23.24,11.89,0,2.16,7.03,1.62,3.24,5.95,1.08,0.54,11.35,9.73,2.16,4.32,5.41,23.24,6.49,3.78,4.86,3.24,1.62,1.62,0,1.62,0,0,0,0,2.16,0,0,0,0,0,0,0.54,0,34.05,20,2.7,3.78,0,6.49,1.08,0
Father Brown,Mrs. McCarthy,"Not there. The petals are falling into the salad.
Reverend Bohun asked me to bake some of my award-winning strawberry scones. How could I say no?
Not yet. When the guests arrive.
With who? Household pets?
Coo-eee!
Sorry to disturb you. I wonder if we could borrow some...
Oh!
Yes, thank you.
We've run out of plates...
I think we’ll need at least 10 or 15, if you can spare. I’ve made my award-winning strawberry scones and I expect them to be popular as always... Thank you, dear. Much appreciated.
I shudder to think what I would’ve seen if I’d arrived a few minutes later.
Award-winning scone?
As refreshing as a used toilet.
I do beg your pardon. That was most uncouth.
Award-winning scone?
Where’s the Reverend? He’s going to miss his big moment.
Ten... Nine... Eight...
Morning, Father. Susie.
Thought I’d make a start on the quarterly accounts.
Father Brown?
Are you all right? You had that look on your face.
Wheels turning. You don’t usually get that unless there’s something amiss.
You're going to the funeral?
Do you really think Mrs Barnes is responsible for...?
If you must get it out of me... I saw Susie and Norman arguing shortly before he was found murdered. And when the Inspector asked if anyone saw Norman before it happened, she didn’t say anything.
I’m not sure. I think about money.
You only think that because you’re so fond of her.
Do you think I should tell Inspector Valentine?
All right, dear.
Morning.
Achillea Millefolium. Wonderful this time of year.
Father Brown... I’ve been looking for you everywhere.
I followed Susie.
She lied to me.
Susie...
By way of apology for thinking you were a murderer.
I got one of the girls at the camp to teach me how to make it.
Irish. And thank you – I suppose.
If you like, I’ll teach you how to make my award-winning strawberry scones.",1,320,14.85,75.49,69.55,69.4,5.33,15.63,82.5,76.25,57.5,21.56,17.81,8.13,0.94,6.25,1.88,0.31,3.75,11.88,4.06,1.88,11.25,10.31,5.31,6.56,1.88,24.69,5.31,5.31,6.25,4.69,1.56,1.25,0.94,0.31,0,0.31,0,0,2.81,0,0,0,0,0,0,1.56,0.94,34.38,21.25,2.19,3.44,0.63,5,1.88,0
Father Brown,Simeon Barnes,"Fry-up for lunch?
I’ve still got three more jobs to get through.
We can’t afford anything. Least of all, a fry-up.
Sorry. Smells delicious.
Just thinking... how lucky I am.
What did I say?
Better?
I'll put something on.
You forgot something, you vile, disgusting rodent!
Is it true?
He got what was coming to him.
Don't talk to me about my wife.
You mean with your brother? ‘Cos that’s where he is now, isn’t he? The adulterer.
Fire stripping the flesh off his bones. An eternity of burning, blistering agony...
Great. Two-pronged attack, is it?
I said don’t talk to me about my wife!
You following me?
Last thing anyone wants in here is a preacher.
Then how ‘bout you make yourself useful? Use your divine insight to tell me which one of these has His blessing.
Your guess is as good as any other.
Get out of my way.
And why’s that?
After what she did?
Did she say anything to you about... why she did it?
Both?
No.
You think she’s innocent?
But she didn’t do it.
As did I – and a score of other people.
But if she loses...
Don’t get your hopes up, Father. I’m just here for the music.",1,205,4.45,78.15,23.54,41.86,5,10.24,88.78,82.93,67.32,27.32,19.02,6.83,0.49,5.85,5.85,0,8.29,14.15,3.41,0.98,13.17,12.68,6.83,5.37,3.41,23.9,6.83,2.93,6.34,3.9,2.44,1.46,0.98,0.49,0,0,0,0,3.41,0.49,0.49,0,0,0,0.49,1.46,0,35.61,16.1,3.41,6.83,0.98,5.85,2.44,0
Father Brown,Philip Walker,"But surely you must acknowledge that evolution renders God superfluous, at best.
You ought to spend some time with me in the field, watching insects devouring each other. Then tell me how divine you think it is.
I, for one, find Norman's candour refreshing.
You all right?
Trust you to liven up a party.
Poker game still on for next weekend?
He's dead.
Don't trouble yourself, I'm not staying.
Even for someone like Norman?
Maybe I’m a bad sort, Father. Think about that?
Well... appearances and all that.
Promise?
Sorry to disappoint you, but these caddisfly tend to feed on nectar – and if you don’t mind, I prefer to work al-
A typical mass contains up to 800 eggs.
And this particular species forms webs of debris for protection against predators. Birds, frogs, spiders...
I don’t know what you’re talking ab-
What are you going to do with this information?
Then what do you want?
Has she told anyone else?
How can you be sure?
You know what could happen to me?
Calm down? You’re not the one facing the possibility of arrest and chemical “treatments”.
Then why?
You think I did it? Of course. It must be me. The deviant.
I did love him... He could be selfish. Cruel. But he was always honest. Always who he was. Like a little boy sometimes. I would never...
Thank you.
You think that’s why he was killed?
I don’t know.
Likewise.
What do you need?",1,244,9.3,80.49,20.22,25.52,5.81,14.75,81.56,75.82,61.48,22.95,15.98,5.33,0,7.38,2.87,0,6.97,9.02,3.28,0.82,11.48,12.7,5.74,4.51,2.87,21.31,6.56,2.05,6.97,3.69,3.28,2.05,0.82,1.23,0,0.41,0.41,0,2.46,0.41,0,0,0,0,0,1.23,0.82,30.74,14.34,4.1,6.15,0,4.51,1.64,0
Father Brown,Lady Felicia,"Father Brown...
You do tickle me, Father.
Reverend Bohun insisted I perform my Habanera.
As odious as it is.
You're a vulgar man.
I can’t... I don’t...
I was cleaning my hat. I looked out... I saw... He was lying there. I... I didn’t see anyone else.
I’m sorry, I think I need to lie down.
Do you have a moment?
Haven’t been sleeping much since...the other day. The most frightful nightmares.
Can we talk in private?
Father...
Yes, I saw something.
But what exactly, I don’t know. At first, I convinced myself I’d imagined it – what other explanation could there be? – but I can’t get it out of my head.
No matter how many of these I take. I think I might be mad.
Father, do you believe in demons?
I think I saw one. Or rather... what it did... to Norman Bohun. The thing itself... It wasn’t visible to my eyes. But what it did...
I was cleaning my hat, like I said... I saw Norman through the door, very much alive. I glanced away for a second – if that - then heard a sickening sound. A sound I’ll never forget. When I looked back, his head was pouring with blood...
But there was no one around. No one there. Whatever struck him... it was invisible.
Ready to delight the congregation with my Amazing Grace.",1,227,2.98,1,98.35,32.44,5.28,11.45,85.46,81.5,66.08,27.75,18.94,15.42,0.44,1.76,1.32,0,8.81,14.54,4.41,1.32,9.69,13.22,4.85,4.85,4.85,24.23,6.61,3.52,3.52,2.2,1.32,1.76,0.88,0.88,0.44,0.44,0,0,2.64,0.44,0,0,0,0,0,0,0,41.85,30.84,3.96,1.76,0,4.85,0.44,0
Psych,Turk,"Well, I don't really remember much.
Yeah, that's right. I mean, I don't remember exactly what they look like. You
know, it's all really confusing for me right now.
The aliens.
You know, I- I don't really recall right now. I've got this headache, and... Who
is that person over there? Because he's really making me uncomfortable.
Hey, I think I might have been abducted, all right? I believe I might've been
experimented on so there's no way I'm going to touch these clothes and
compromise evidence!
All right. I'll cover up with the towel, but first, does somebody want to check
me for scars?
Yeah, I tried the speed-dating thing a couple of times. I just didn't think it had
anything to do with the case, and I was a little embarrassed about it.
The only odd thing was that the ladies didn't take to me like
they usually do.
Here's the thing, though. Other strange things have been happening to me
ever since I was at the event.
Well, I applied for a job recently. I was a perfect candidate. I had several
interviews, and then suddenly, after the final one, I was rejected.
Yes. Why do you ask?",1,201,3.63,1.74,95.31,10.39,8.74,14.43,86.07,81.59,68.16,23.38,15.92,12.44,0,1.49,0.5,1,7.46,13.43,6.47,1,9.95,14.93,9.95,5.47,2.99,23.88,4.48,4.48,3.98,1.49,2.49,1.49,0,1.49,0,0,0,0,1,0.5,0.5,0,0,0,0,0,0,28.86,9.95,8.46,1.99,0.5,6.97,1,0
Psych,Keiser,"Look, I saw the picture of that Turk guy in the paper. Now it's me in a field
naked, headache? You do the math.
Uh... I don't remember much at all.
Look, I told you yes already. Are you going to give me a hard time? 'Cause I'm
a little freaked out as it is. And can somebody get me a bigger towel? This
thing is like the size of a wash cloth.
What are you, some kind of pervert?",1,80,54.7,47.47,45.52,8.55,7.27,8.75,86.25,83.75,63.75,22.5,13.75,8.75,0,5,0,0,8.75,17.5,11.25,0,13.75,11.25,2.5,2.5,1.25,23.75,6.25,6.25,1.25,0,1.25,0,0,0,0,0,0,0,5,2.5,1.25,0,0,0,1.25,0,0,26.25,11.25,5,5,0,5,0,0
Psych,Lorraine,"Ladies and gentlemen. (rings bell) Ladies and gentlemen, thank you all for
coming. For those of you who are new, I will explain how this works, okay?
You will pick a numbered table to begin your first date. Every six minutes, you
will hear... (rings bell) That will indicate the end of your time together. And
your next date will begin. Now, I know six minutes is not a long time to get to
know someone. That's why myself and the other staff will use the
questionnaires you filled out to match you up. Okay?
Love is in the air. I can smell it.
Let the dating begin!
Move along.
Go on. Tell her she looks pretty.
That's it, people! You should have completed all your dates. Please
score your cards and check up front at the bar, and we will also tell you who
you match from your questionnaires. Okay?
Date's over.
Thank you.
This is a speed dating first. You and you are a 100% match from your
personality questionnaires. I smell love.
Excuse me, may I help you people?
Oh, I'm sorry. It's already begun. Oh, wait, I remember you. Um, look, you
seem like a decent fellow, and I'd hate for you to waste another $100. But I
was watching you, and you're not very good at this.
Murder, wow. That's a speed dating first. Be sure to check up at the bar and
see who you match from your questionnaires, okay?",1,246,24.62,99,65.56,51.54,7.24,7.72,78.46,75.61,57.72,22.76,17.48,4.07,0.41,10.98,0.81,0,5.28,16.26,5.28,2.85,10.57,10.16,2.85,4.88,0.81,20.73,6.1,5.28,4.07,2.85,0.81,2.03,1.22,0.41,0,0.41,0,0,0.41,0,0,0,0,0,0,0,0.41,27.24,11.79,6.91,2.03,0.81,3.25,2.44,0
Psych,Darcy,"I know! God, you know I never meet anyone I connect with at these things.
That's why I didn't even bother dressing up. I mean, I've given up a little.
Thank you.
You know, normally, I would wear a dress.
Uh, yeah, I guess. Maybe.
What?
Huh?
Do you have a foot fetish?
Ok.
Oh! You lit a fire. That was fast.
Wow. You really like fishing.
Are you my little safecracker?
Gus?
Look, it's fine that you have a roommate, but honestly, it's cramping our style.
What do you say we go somewhere more private?
I know a back road that leads to a field. We could park the car...
Why?
You don't like me. That's it, isn't it?
You don't think I'm pretty.
You... You just felt bad, because you... We matched up at the
speed dating and you didn't know what to say, so you pretended.",1,149,1.26,96.15,76.76,39.82,4.97,8.72,84.56,81.21,63.09,31.54,21.48,8.05,2.68,10.74,0,0,10.07,12.08,6.04,0,6.71,12.75,8.05,2.68,4.03,23.49,5.37,2.01,3.36,2.01,0.67,1.34,0,0.67,0,0,0,0,2.01,0.67,0,0,0,0,0.67,0,0,39.6,17.45,8.05,5.37,1.34,7.38,0,0
Sherlock,Sally,"If you’ve all got texts, please ignore them.
Yeah, well just ignore that.
If there are no more questions for Detective Inspector Lestrade, I’m going to bring this
session to an end.
Daily Mail!
You’ve got to stop him doing that.
He’s making us look like idiots.
Well you know what I think, don’t
you.
A colleague, how’d you get a
colleague?? Did he follow you home?
Freak’s here. Bringing him in.
Why?
I was invited.
He just took off - he does that.
SALLY Didn’t look like it.
He’s a little winded at this, humiliated - but he hides it like a good soldier.
You’re not his friend, he doesn’t
have friends. So who are you?
Bit of advice then. Stay away from
that guy.
You know why he’s here? He’s not
paid or anything. He likes it. He gets off on it. Weirder the crime, the more he gets off.
And you know what? One day just showing up won’t be enough. One day we’ll be
standing round a body and Sherlock Holmes will be the one who put it there.
Because he’s a psychopath. And
psychopaths get bored.
John, staring at her. Could that be true?
Are these human eyes?
They were in the microwave.
I told you. He does that.
On John. Not satisfied - something’s wrong...
He bloody left. Again. We’re wasting our time!
Does it matter? Does any of it?",1,233,3.1,98.55,5.78,25.79,5.42,10.73,84.12,80.69,64.81,26.61,18.03,1.72,1.72,4.72,8.15,0.86,8.58,13.73,4.72,0.86,9.01,14.59,6.01,4.29,3.43,25.32,5.15,4.29,4.29,2.15,1.72,1.29,0.43,0.86,0,0,0,0.86,1.29,0.43,0,0,0.43,0,0,0,0,32.62,14.16,3.86,4.72,0.86,7.73,1.29,0
Sherlock,Jimmy,"I’ll be two minutes.
Just going back - my Mum’s got an umbrella.
Two minutes!",1,14,18.12,9.23,99,,4.67,21.43,78.57,78.57,50,14.29,14.29,14.29,0,0,0,0,0,28.57,7.14,14.29,0,14.29,7.14,0,0,28.57,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.86,14.29,0,0,7.14,14.29,7.14,0
Sherlock,Helen,"He went to Waterloo, sorry. Just
get a cab.
I love you.
Get a cab.",1,15,77.34,96.04,1.91,97.84,3.75,6.67,80,73.33,46.67,20,20,6.67,0,6.67,6.67,0,0,13.33,13.33,0,6.67,0,6.67,0,0,20,6.67,0,6.67,6.67,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,6.67,0,0,0,0,0
Sherlock,Gary,"What?
You can share mine.
It’s not gay, sharing.
Where’s Jimmy?
Came back for an umbrella.",1,16,5.64,11.66,89.39,,3.2,12.5,75,75,56.25,25,12.5,6.25,0,6.25,0,0,12.5,6.25,6.25,0,6.25,18.75,0,0,6.25,31.25,6.25,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,6.25,0,0,50,18.75,6.25,12.5,0,12.5,0,0
Sherlock,Jeffrey,"Car! There’s no ruddy car!
I never get cabs!",1,9,1,1,99,,3,0,55.56,55.56,44.44,11.11,11.11,11.11,0,0,0,0,0,11.11,0,0,0,11.11,22.22,0,22.22,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.44,0,0,0,33.33,11.11,0,0
"",,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
